0,1,2,3,4,5,6,7,8,9,10,11
0.23601867196394477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03462700680067803,-0.022854564164028573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.02554875216077101,0.2263537672149127,0.05091981917056204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.015033382109347296,0.0003147598269033579,-0.0036650851191056466,-0.0674430783216935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016642336856368373,-0.21729219061316413,-0.05807911007428075,0.063446584279735,-0.023924800983882742,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.04965949695490078,0.251146140722413,0.013633420266798854,-0.03701116575388848,0.06916833357683685,-0.04495762942409148,1.0,0.0,0.0,0.0,0.0,0.0
-0.021399476901605236,0.15059644012759538,-0.014234650124425409,0.06879889273194503,0.0393562232872268,0.0032963196241814156,-0.02124250870239074,1.0,0.0,0.0,0.0,0.0
0.00744114225328423,-0.038247395358648135,-0.1349536848465173,-0.028017490694108867,-0.19341530742464672,0.04117086998430098,-0.04386705122891859,-0.0668497222040982,1.0,0.0,0.0,0.0
0.004949665395642042,-0.2819538359249721,-0.020471880494953847,0.08519781825910676,0.11296980668169454,0.0007848066821553451,0.1415460058410643,0.028818346269811255,0.1112098083409328,1.0,0.0,0.0
-0.13483842852029027,2.2832155974373873,3.4122768920575903,1.5697340363319086,3.1306206667667853,-2.147546222691294,-0.2830831752833861,0.7223087891907444,1.7792972266369234,3.1963113669812673,1.0,0.0
-0.09980392901832501,2.1316489719365643,3.0278874277713705,0.3546863389842435,0.6107580620861596,-2.1788050432519697,-1.4843097509675298,-0.8010119481363562,1.3391021140404922,-1.700104337326458,0.28685866807327837,1.0
